record_id,point_id,observed_at,effective_at,updated_at,laeq,l10,l50,l90,lmin,lmax,fs,shidu,qw,sd,yl,qy
D6DAC3DC-B514-49E4-909A-D8EA45780247,310104340004,2021-01-11T00:00:00+08:00,2025-07-14T08:04:15+08:00,2025-07-14T08:04:15+08:00,59.8063,60.7895,59.415,59.028,47.3,79.6,1.0109,29.4968,4.1569,3.7949,0.0,1026.4182
E828F620-CDDD-45E3-BC1C-F07A6FB0AD36,310104330002,2021-01-15T00:00:00+08:00,2025-07-14T08:04:26+08:00,2025-07-14T08:04:26+08:00,55.9155,56.7929,55.753,55.1822,52.8,70.0,1.5352,68.0362,9.5663,0.4031,0.0,1016.7283
F6E064DD-8351-43F6-AC8E-E1097DE8F91D,310104340004,2021-01-15T00:00:00+08:00,2025-07-14T08:04:34+08:00,2025-07-14T08:04:34+08:00,60.4575,63.9903,56.8679,54.2854,49.0,87.5,1.6347,41.6712,14.1584,4.0881,0.0,1015.2639
D3DF5A81-A4D6-4AC7-8960-A907C3197F89,310104320001,2021-01-17T00:00:00+08:00,2025-07-14T08:04:12+08:00,2025-07-14T08:04:12+08:00,60.1187,65.7021,51.2265,46.7644,42.7,88.7,0.6225,37.8077,4.051,7.999,0.0,1031.2864
FEB22A9C-98C1-4D0F-A2CC-CBE22B79CAEE,310104340004,2021-01-17T00:00:00+08:00,2025-07-14T08:04:39+08:00,2025-07-14T08:04:39+08:00,57.6783,59.0731,56.7614,56.3406,53.7,79.8,1.2906,54.552,2.1062,0.7395,0.0,1031.14
CB106F35-4A5C-4BC0-8359-76A961D74489,310104320001,2021-01-19T00:00:00+08:00,2025-07-14T08:04:05+08:00,2025-07-14T08:04:05+08:00,52.3536,53.8703,51.8298,50.7947,46.3,81.2,1.495,54.7311,8.1953,1.3895,0.0,1026.8545
D79AAF2D-EAA1-4A7D-A63A-894DF6C5AFDA,310104330002,2021-01-19T00:00:00+08:00,2025-07-14T08:04:16+08:00,2025-07-14T08:04:16+08:00,62.5624,64.2963,62.0271,60.5958,55.4,88.7,1.2347,56.6052,8.0331,1.1125,0.0,1026.3096
DBB065E4-7FAB-4929-845C-4F62701B60DE,310104320001,2021-01-20T00:00:00+08:00,2025-07-14T08:04:18+08:00,2025-07-14T08:04:18+08:00,47.9354,49.9815,46.9387,46.2949,43.1,79.4,0.7376,75.3258,7.4179,1.8148,0.0,1023.6574
CAE765FC-C706-49E3-8C41-345ACC08B7D2,310104330002,2021-01-20T00:00:00+08:00,2025-07-14T08:04:05+08:00,2025-07-14T08:04:05+08:00,57.1135,57.9416,56.8219,56.2549,54.2,75.2,0.7909,76.678,6.8853,0.5602,0.0,1023.1968
E87A1B6C-4A2B-49C9-BF09-A33E473C853F,310104340004,2021-01-20T00:00:00+08:00,2025-07-14T08:04:26+08:00,2025-07-14T08:04:26+08:00,58.4914,61.1989,56.8959,55.6391,50.6,84.4,1.2391,69.9429,11.6014,2.0955,0.0,1021.3739
E87A7E8E-7D5E-4070-86F2-747E63943457,310104330002,2021-01-21T00:00:00+08:00,2025-07-14T08:04:26+08:00,2025-07-14T08:04:26+08:00,56.4271,57.1948,56.0186,55.446,53.1,73.5,0.794,80.5248,11.815,0.7474,0.0,1018.2865
E6790964-0649-4495-BCE0-ACAE0D873668,310104320001,2021-01-22T00:00:00+08:00,2025-07-14T08:04:25+08:00,2025-07-14T08:04:25+08:00,44.9813,47.1301,44.2147,43.0976,36.5,61.4,0.6971,81.8761,11.5601,2.45,0.0983,1016.9623
B7E6E0C6-0DDF-4316-BB24-26C04F2CDCF3,310104330002,2021-01-22T00:00:00+08:00,2025-07-14T08:03:49+08:00,2025-07-14T08:03:49+08:00,60.4431,61.7623,60.0303,59.1015,52.0,77.4,1.2904,81.1291,10.5998,1.8655,0.5,1016.5266
B998686A-C317-4AD1-BA87-E01DB7A5E2C3,310104320001,2021-01-23T00:00:00+08:00,2025-07-14T08:03:51+08:00,2025-07-14T08:03:51+08:00,49.8136,52.0503,48.8426,47.2691,42.5,74.7,0.7567,80.2115,7.5638,1.3027,0.1867,1018.2595
F973DB98-0993-4256-8A1D-F684D1F1509A,310104330002,2021-01-23T00:00:00+08:00,2025-07-14T08:04:36+08:00,2025-07-14T08:04:36+08:00,54.923,55.7504,54.644,54.0885,52.9,72.2,1.05,76.853,8.0711,0.3213,0.0,1017.0427
B21618D1-DE70-4F22-85B2-74E63AA98A4B,310104320001,2021-01-24T00:00:00+08:00,2025-07-14T08:03:46+08:00,2025-07-14T08:03:46+08:00,49.7085,52.3999,48.5467,46.7317,42.1,71.3,0.6231,73.5306,8.5289,1.5873,0.0,1022.7593
CD1AD119-785C-4D59-8896-DF74EFDDF8C5,310104330002,2021-01-24T00:00:00+08:00,2025-07-14T08:04:06+08:00,2025-07-14T08:04:06+08:00,54.9996,55.8913,54.6558,54.1076,52.6,72.8,0.8479,73.6444,6.758,0.3761,0.0,1021.6703
F8F46007-AD08-4F14-A061-2FA14465EE3E,310104340004,2021-01-24T00:00:00+08:00,2025-07-14T08:04:35+08:00,2025-07-14T08:04:35+08:00,53.0985,55.3541,52.2512,51.3456,47.2,70.3,0.8158,71.875,8.8181,0.7768,0.0,1021.7395
D3D6CDD6-CCA3-4B9D-B56F-DD3A3184A6F0,310104330002,2021-01-25T00:00:00+08:00,2025-07-14T08:04:12+08:00,2025-07-14T08:04:12+08:00,60.149,61.5153,59.5599,58.6159,53.8,79.0,0.8646,63.0143,12.8759,2.2665,0.1566,1019.4104
E4508556-735C-4E09-BFB9-8F63207F70FF,310104340004,2021-01-26T00:00:00+08:00,2025-07-14T08:04:24+08:00,2025-07-14T08:04:24+08:00,56.002,59.096,51.931,50.5077,45.3,82.1,0.9412,78.7263,9.0153,2.9028,0.0983,1020.8902
C84F2C78-1998-4654-A268-8FB55670BBB3,310104320001,2021-01-27T00:00:00+08:00,2025-07-14T08:04:02+08:00,2025-07-14T08:04:02+08:00,46.4222,49.3945,44.993,43.7406,39.5,73.4,0.6514,70.7826,7.1196,1.9186,0.0,1023.1529
BC0A71DE-41F6-4D62-84DB-E7F690B625BE,310104320001,2021-01-28T00:00:00+08:00,2025-07-14T08:03:53+08:00,2025-07-14T08:03:53+08:00,47.0326,48.4284,46.5621,45.5994,40.8,68.6,0.5793,64.4525,6.5233,2.0536,0.0,1023.2569
F929E07F-890B-4452-A71D-144F615DF450,310104320001,2021-01-29T00:00:00+08:00,2025-07-14T08:04:36+08:00,2025-07-14T08:04:36+08:00,51.8065,53.6822,51.0589,49.9127,44.4,80.5,1.0181,37.4918,5.4331,1.8926,0.0,1027.8189
E9D913CE-04B8-41EB-B860-D779D63D0800,310104330002,2021-01-29T00:00:00+08:00,2025-07-14T08:04:27+08:00,2025-07-14T08:04:27+08:00,54.7832,55.6746,54.6025,54.0744,52.1,68.7,1.276,52.2366,2.8027,0.4281,0.0,1028.25
B6DFF7AD-A672-43C6-A016-D8FCD6BE9465,310104340004,2021-01-29T00:00:00+08:00,2025-07-14T08:03:49+08:00,2025-07-14T08:03:49+08:00,56.5292,58.4889,55.8834,55.2644,50.9,70.8,1.1287,35.1635,6.5608,0.7942,0.0,1025.998
BED502B6-6D22-41B3-8354-33F3C42A46B3,310104320001,2021-01-31T00:00:00+08:00,2025-07-14T08:03:54+08:00,2025-07-14T08:03:54+08:00,45.0076,46.6993,44.311,43.591,38.8,62.8,0.7602,66.0874,10.7874,0.7039,0.0783,1022.2564
BFB97474-300B-439B-9317-04315C50E751,310104330002,2021-01-31T00:00:00+08:00,2025-07-14T08:03:55+08:00,2025-07-14T08:03:55+08:00,54.5461,55.3314,54.4136,53.9067,52.2,65.0,1.2632,68.7216,10.6273,0.2948,0.0,1021.7454
CF4340ED-A3E2-46B1-B870-275B46166648,310104320001,2021-02-01T00:00:00+08:00,2025-07-14T08:04:08+08:00,2025-07-14T08:04:08+08:00,51.7407,53.9337,50.8619,49.6501,41.9,79.6,0.3493,82.6147,9.8248,2.8804,0.23,1019.5398
BE50766E-E661-45B0-AC54-94BEF7504062,310104330002,2021-02-01T00:00:00+08:00,2025-07-14T08:03:54+08:00,2025-07-14T08:03:54+08:00,57.8857,59.1853,57.5327,56.8488,52.4,75.5,0.5481,79.4075,9.977,2.1196,0.3784,1018.8674
BE5728A2-CEFE-4D09-AF8B-250676789F06,310104340004,2021-02-02T00:00:00+08:00,2025-07-14T08:03:54+08:00,2025-07-14T08:03:54+08:00,50.3053,52.3153,49.4693,48.4805,43.2,67.1,1.6042,68.5799,7.9241,0.9509,0.0,1023.6368
F17F55ED-40CD-4EF6-88FB-70CFD9851BE8,310104320001,2021-02-03T00:00:00+08:00,2025-07-14T08:04:31+08:00,2025-07-14T08:04:31+08:00,46.4138,47.598,46.0628,45.3796,41.5,57.9,0.5551,69.1624,6.1431,0.7892,0.0,1025.5084
FE32CC63-5A3E-43CE-9B1C-F11A6FD90598,310104330002,2021-02-03T00:00:00+08:00,2025-07-14T08:04:39+08:00,2025-07-14T08:04:39+08:00,54.6368,55.3985,54.4981,54.043,52.6,64.3,0.4978,71.3194,5.7063,0.5317,0.0,1025.1013
D95BA6DC-C0C6-4ADF-8668-1EBD4272715F,310104340004,2021-02-03T00:00:00+08:00,2025-07-14T08:04:17+08:00,2025-07-14T08:04:17+08:00,56.373,58.7852,55.2716,54.3848,49.3,78.6,1.2469,59.083,10.7332,2.0012,0.0,1022.1177
E07B2878-EF7F-4934-B7AF-30ADF42C7218,310104320001,2021-02-06T00:00:00+08:00,2025-07-14T08:04:21+08:00,2025-07-14T08:04:21+08:00,44.9314,47.3255,44.0403,42.6767,37.4,59.6,0.3985,78.225,8.8232,1.3904,0.0,1018.121
DBDCF56A-AB54-48FA-8B60-03DCDCDB0659,310104330002,2021-02-06T00:00:00+08:00,2025-07-14T08:04:18+08:00,2025-07-14T08:04:18+08:00,56.3875,57.6315,56.0391,55.4396,52.5,76.8,0.7615,55.1372,13.0411,1.4638,0.0,1017.7783
D162D2B1-EA63-4BA2-B728-FBBABF4BBAA6,310104340004,2021-02-06T00:00:00+08:00,2025-07-14T08:04:11+08:00,2025-07-14T08:04:11+08:00,53.1307,55.399,52.2991,51.5019,44.7,70.7,0.8789,55.0685,13.2405,1.0119,0.0,1017.285
F14FD445-D339-4A00-AE46-27D27EEA6F20,310104330002,2021-02-07T00:00:00+08:00,2025-07-14T08:04:31+08:00,2025-07-14T08:04:31+08:00,56.4014,57.5728,56.1212,55.4373,51.5,71.2,0.7072,46.1601,15.1836,1.6899,0.0,1019.6893
B3734BF6-92E5-416F-ABBB-660F87A45241,310104340004,2021-02-07T00:00:00+08:00,2025-07-14T08:03:47+08:00,2025-07-14T08:03:47+08:00,50.4962,52.3377,49.7179,48.8118,43.5,69.1,0.7558,78.2912,9.2488,1.9361,0.0,1019.2596
EABF588F-DBFA-4B20-9083-44D39140FAEE,310104320001,2021-02-08T00:00:00+08:00,2025-07-14T08:04:28+08:00,2025-07-14T08:04:28+08:00,46.2573,48.0426,45.6838,44.6636,41.0,62.2,1.3272,64.1594,7.5856,1.0322,0.0,1027.2353
F9EAA1B4-7254-4D3D-AA7A-36B20A54F45F,310104320001,2021-02-09T00:00:00+08:00,2025-07-14T08:04:36+08:00,2025-07-14T08:04:36+08:00,53.0005,55.4477,52.1363,50.2022,43.5,74.5,1.1541,51.7774,8.4068,2.874,0.0,1026.9632
BEF1D4FF-2BBC-4DE6-BD26-A29E421685AA,310104340004,2021-02-10T00:00:00+08:00,2025-07-14T08:03:54+08:00,2025-07-14T08:03:54+08:00,54.8236,57.005,54.0498,53.2429,44.1,67.8,0.9283,61.9813,10.5802,2.1573,0.0,1021.6207
F33A3122-B93D-4529-8AC0-447549A1C0A7,310104320001,2021-02-11T00:00:00+08:00,2025-07-14T08:04:32+08:00,2025-07-14T08:04:32+08:00,45.8844,48.0674,45.0827,43.726,37.6,62.6,0.8945,78.1822,9.3927,2.2612,0.0283,1021.188
B80E25D6-B07F-442E-82F3-C4032E4BBEA4,310104330002,2021-02-11T00:00:00+08:00,2025-07-14T08:03:49+08:00,2025-07-14T08:03:49+08:00,56.472,59.0197,55.3464,53.8073,50.9,78.9,0.5066,78.629,9.2228,3.1316,0.0467,1020.6338
C600187D-DA97-44C1-86F4-2C1827E23457,310104340004,2021-02-11T00:00:00+08:00,2025-07-14T08:04:01+08:00,2025-07-14T08:04:01+08:00,49.8343,52.097,48.9829,47.7689,40.4,67.4,1.0667,77.1798,9.6196,2.925,0.1217,1020.1949
BA308488-979B-4D10-A328-FA3050D96360,310104320001,2021-02-12T00:00:00+08:00,2025-07-14T08:03:51+08:00,2025-07-14T08:03:51+08:00,50.0115,52.9189,48.5665,46.3354,40.4,76.9,1.1471,68.9546,11.6638,2.6297,0.0,1021.5092
F6BA2D85-A552-4A6D-979F-3ADAFA06F4CA,310104320001,2021-02-13T00:00:00+08:00,2025-07-14T08:04:34+08:00,2025-07-14T08:04:34+08:00,49.3225,52.4118,47.9104,45.2019,40.2,69.8,1.0283,57.68,13.8387,2.4872,0.0,1020.6071
FFFB4A6F-ACCB-4EF6-9319-725F508A48A0,310104330002,2021-02-13T00:00:00+08:00,2025-07-14T08:04:40+08:00,2025-07-14T08:04:40+08:00,54.1186,55.4779,53.7646,53.0262,51.7,74.6,0.5372,71.7525,10.9108,1.1606,0.0,1020.6721
F53D4819-FA1F-4CD7-8D60-D3750CD44372,310104340004,2021-02-13T00:00:00+08:00,2025-07-14T08:04:33+08:00,2025-07-14T08:04:33+08:00,51.1871,54.5172,49.6134,48.2625,44.4,66.6,0.9681,56.1745,14.2905,0.8943,0.0,1019.5992
EA3D2C54-7761-40E0-978F-C08EE3E576DE,310104320001,2021-02-14T00:00:00+08:00,2025-07-14T08:04:27+08:00,2025-07-14T08:04:27+08:00,42.8232,45.1243,41.8506,40.7679,37.0,58.6,0.4666,74.0056,12.1937,1.2987,0.0,1015.4634
E0722CE9-E302-4842-8834-F2DBC8840E6F,310104330002,2021-02-14T00:00:00+08:00,2025-07-14T08:04:21+08:00,2025-07-14T08:04:21+08:00,55.6615,56.762,55.3456,54.7665,49.9,82.0,0.7564,61.3268,16.1339,1.763,0.0,1012.1764
E91A697D-E481-4310-8C49-7741DAB387B3,310104320001,2021-02-15T00:00:00+08:00,2025-07-14T08:04:27+08:00,2025-07-14T08:04:27+08:00,49.166,51.7841,48.0447,46.0102,39.0,75.4,1.0576,62.5855,8.8532,1.4043,0.0,1019.5563
BA5023C9-CB4A-4441-B41F-20D8AD80DCA2,310104340004,2021-02-15T00:00:00+08:00,2025-07-14T08:03:51+08:00,2025-07-14T08:03:51+08:00,51.7319,54.7678,50.3151,48.923,39.6,70.8,1.5892,61.613,9.1514,1.8173,0.0,1018.3749
DD781572-F4DB-4518-87F4-82221BC3BA79,310104320001,2021-02-16T00:00:00+08:00,2025-07-14T08:04:19+08:00,2025-07-14T08:04:19+08:00,45.6113,46.9709,45.1983,44.3583,41.1,60.8,0.9077,57.7116,5.3128,0.8198,0.0,1020.5386
D915B22A-A04F-40E7-BD04-0520E4968516,310104330002,2021-02-16T00:00:00+08:00,2025-07-14T08:04:17+08:00,2025-07-14T08:04:17+08:00,57.6292,60.8175,55.7552,55.0653,51.3,88.2,0.8876,50.1574,9.5029,2.7365,0.0,1018.3074
E84900FA-183C-41F3-AFCF-17C0F698C7BA,310104340004,2021-02-16T00:00:00+08:00,2025-07-14T08:04:26+08:00,2025-07-14T08:04:26+08:00,50.5351,52.5124,49.6273,48.6725,40.0,73.3,0.9961,58.8972,5.3091,2.0308,0.0,1019.4376
D7D9E282-478F-42B2-8BE4-B8DDE2109365,310104320001,2021-02-18T00:00:00+08:00,2025-07-14T08:04:16+08:00,2025-07-14T08:04:16+08:00,44.8731,46.3191,44.4181,43.6188,38.5,58.4,0.3366,53.6387,2.3447,1.6249,0.0,1028.4722
D2CF73B6-8458-44D7-AC46-1A63940FC287,310104340004,2021-02-18T00:00:00+08:00,2025-07-14T08:04:12+08:00,2025-07-14T08:04:12+08:00,58.4243,59.3383,58.1995,57.8157,42.7,70.6,1.139,28.3187,6.5593,4.2835,0.0,1027.7908
E11578FD-4992-4D61-B575-61A8F45688AC,310104320001,2021-02-19T00:00:00+08:00,2025-07-14T08:04:22+08:00,2025-07-14T08:04:22+08:00,51.5251,53.5201,50.883,49.4918,43.6,74.4,0.8565,34.5983,12.9038,1.8968,0.0,1020.1636
DFBB242F-5CDD-49CE-94D4-7B572D32463A,310104330002,2021-02-19T00:00:00+08:00,2025-07-14T08:04:21+08:00,2025-07-14T08:04:21+08:00,56.4539,57.6474,56.1193,55.4043,52.0,79.4,1.2561,36.9003,12.3596,1.3012,0.0,1019.7901
CBCC75DC-D57F-4543-B16F-2F56C47A5140,310104320001,2021-02-20T00:00:00+08:00,2025-07-14T08:04:05+08:00,2025-07-14T08:04:05+08:00,46.0495,47.6131,45.5124,44.601,40.3,66.9,0.2865,54.7683,10.0718,1.3901,0.0,1015.7401
D8C8EDD1-0B47-4E4E-BF6F-252F2083DCF6,310104330002,2021-02-20T00:00:00+08:00,2025-07-14T08:04:16+08:00,2025-07-14T08:04:16+08:00,56.2561,57.4878,55.9567,55.2743,51.8,72.7,1.2118,28.7539,18.7417,1.4744,0.0,1014.6045
CA514EAC-5B1D-45D0-AEA5-15F274CD22CA,310104330002,2021-02-21T00:00:00+08:00,2025-07-14T08:04:04+08:00,2025-07-14T08:04:04+08:00,54.4428,55.1523,54.3013,53.8838,52.1,68.2,0.3652,53.2892,12.2829,0.3972,0.0,1012.7421
E39E1DE6-9049-4594-B0B5-3FCF782B82AA,310104320001,2021-02-22T00:00:00+08:00,2025-07-14T08:04:22+08:00,2025-07-14T08:04:22+08:00,50.8091,53.3589,49.8557,47.8769,39.0,70.0,1.1156,44.0381,17.365,2.0675,0.0,1016.3306
EF3B5587-C576-4DF0-8873-C27940F0F8AB,310104340004,2021-02-22T00:00:00+08:00,2025-07-14T08:04:29+08:00,2025-07-14T08:04:29+08:00,55.5809,58.7201,53.7924,51.9015,44.1,76.9,1.7816,41.9986,17.7318,2.9815,0.0,1015.211
E9E7C80E-0D70-42FC-B663-757FC7BA4E8E,310104320001,2021-02-23T00:00:00+08:00,2025-07-14T08:04:27+08:00,2025-07-14T08:04:27+08:00,51.2619,53.3197,50.5847,49.1586,43.3,70.7,1.8047,53.0233,9.6512,1.8354,0.0,1023.4975
FBBA70ED-A282-41F0-96F7-1FC1C65DAB01,310104320001,2021-02-24T00:00:00+08:00,2025-07-14T08:04:37+08:00,2025-07-14T08:04:37+08:00,45.3557,47.3591,44.611,43.457,38.0,59.9,1.2132,71.3963,8.5724,1.7586,0.0,1020.3246
F40B6726-4199-44AA-919C-94E0D21531DD,310104330002,2021-02-24T00:00:00+08:00,2025-07-14T08:04:32+08:00,2025-07-14T08:04:32+08:00,59.6991,61.5032,59.1421,58.1122,52.9,80.1,1.1406,61.0618,12.4137,2.2996,0.0,1018.773
B68A9E3E-0F3F-4BDD-B343-95679D6DAFE1,310104340004,2021-02-25T00:00:00+08:00,2025-07-14T08:03:49+08:00,2025-07-14T08:03:49+08:00,55.1967,57.5914,54.3437,53.4118,47.9,72.6,1.4988,75.6088,14.8714,1.5937,0.1066,1011.2339
C24A988A-EB4F-4BDB-98D5-4B9556025AF4,310104330002,2021-02-26T00:00:00+08:00,2025-07-14T08:03:57+08:00,2025-07-14T08:03:57+08:00,54.8322,55.7294,54.6899,54.0547,52.2,62.4,2.0482,79.4116,9.3654,0.2413,0.0,1015.057
B65FA4B8-C833-425E-A3A4-04A39144D06E,310104340004,2021-02-26T00:00:00+08:00,2025-07-14T08:03:49+08:00,2025-07-14T08:03:49+08:00,54.9122,56.6588,54.3513,53.545,49.1,70.9,1.8946,78.7453,9.8296,1.5339,0.2883,1016.1176
EE45DCD0-0D6C-473E-85BF-AAD0CB629FF5,310104320001,2021-02-27T00:00:00+08:00,2025-07-14T08:04:29+08:00,2025-07-14T08:04:29+08:00,47.9115,51.0531,46.2571,44.4493,40.8,69.1,1.3104,72.4358,10.2415,2.6129,0.0,1019.3637
DB6490E1-E96D-4AE2-B620-BA4F08DFC7C8,310104330002,2021-02-27T00:00:00+08:00,2025-07-14T08:04:18+08:00,2025-07-14T08:04:18+08:00,59.2367,60.8597,58.757,57.8286,53.3,75.9,1.0804,75.4767,11.1548,2.0716,0.105,1019.5726
D18A8A64-DD75-4730-BF25-1BB8A9328053,310104340004,2021-02-27T00:00:00+08:00,2025-07-14T08:04:11+08:00,2025-07-14T08:04:11+08:00,54.2117,56.4015,53.4521,52.4322,46.9,71.3,1.5343,75.9782,11.158,1.6806,0.4866,1019.1044
FCEF36D9-8765-4114-80B6-FF420FB640C5,310104330002,2021-02-28T00:00:00+08:00,2025-07-14T08:04:38+08:00,2025-07-14T08:04:38+08:00,54.5647,55.3203,54.4293,54.0026,53.1,62.4,0.5504,85.3927,11.1705,0.2147,0.0,1018.4014
D13C8BB2-65D9-4719-B1D0-6B7554CA8B04,310104320001,2021-03-01T00:00:00+08:00,2025-07-14T08:04:11+08:00,2025-07-14T08:04:11+08:00,46.8356,49.9606,45.2141,43.2988,37.6,69.9,0.5253,86.4972,11.3255,3.1706,0.1067,1015.827
F3482D71-7112-4135-BC4B-AE7FF527855D,310104340004,2021-03-01T00:00:00+08:00,2025-07-14T08:04:32+08:00,2025-07-14T08:04:32+08:00,55.3698,57.4754,54.6703,53.9214,50.0,70.2,1.2324,83.209,12.1222,0.9025,0.6615,1014.7663
D6FFB35D-801D-440A-B625-7CF11E83CF47,310104330002,2021-03-02T00:00:00+08:00,2025-07-14T08:04:15+08:00,2025-07-14T08:04:15+08:00,59.5428,60.8471,59.2263,58.3524,53.7,75.6,1.2076,49.3838,7.7858,1.9839,0.0,1027.5872
DF6CA346-95A9-4EF3-9409-B74FE60B2633,310104320001,2021-03-04T00:00:00+08:00,2025-07-14T08:04:21+08:00,2025-07-14T08:04:21+08:00,51.2961,53.5182,50.5477,49.0164,41.7,71.1,0.4463,68.5801,11.6867,2.3827,0.0,1019.1093
F8D8D809-3F37-46E3-9564-E49A79C029F2,310104340004,2021-03-04T00:00:00+08:00,2025-07-14T08:04:35+08:00,2025-07-14T08:04:35+08:00,55.3421,57.4165,54.8233,53.5332,44.9,69.2,0.8048,65.4401,12.2736,2.1101,0.0,1018.1307
